code_market,customer_name,regency,province,expedition_name,term_payment,operational_time,customer_contact,customer_PIC,email,customer_address,customer_character
"SD","PT. BERKAT MAHKOTA PUTRA","KOTA TANGERANG SELATAN","Banten","PT. SARWA MANGGALLA RAYA","","","+622122225555","","","PERGUDANGAN TAMAN TEKNO BLOK K2 NO.19&20 SETU
KEC. SETU
KOTA TANGERANG SELATAN
BANTEN 15314",""
"SD","PT. BIMA ABADI FARMA","KOTA BANDUNG","Jawa Barat","PT. PANCA KOBRA SAKTI","Rp 50.000/karton","","(022) 87523200","","","JL. BABAKAN KAREES NO.43
RT.005/RW.004 MENGGER
BANDUNG KIDUL
KOTA BANDUNG 40267",""
"SD","PT. BINA CATUR MARGA","Medan","Sumatera Utara","NEW SUTRACO","","","0811642897","Akhun","","JL. PAJANG NO.8D-E
KEL. SEI RENGAS PERMATA KEC. MEDAN
MEDAN SUMATERA UTARA
",""
"SD","PT. BINANGKIT RAYA","KOTA BANDUNG","Jawa Barat","PT. PANCA KOBRA SAKTI","Rp 30.000/karton","","022-4210072, 
4240998","Wawan","","JL. PUNGKUR NO.5 BALONG GEDE
REGOL BANDUNG 40251
",""
"SD","PT. BINAYA JAYA","KOTA MAKASSAR","SULAWESI SELATAN","KARYATI EKSPEDISI","Rp 67.200/karton","","08114104689","Charles","binaya_jaya@hotmail.com","JL. PELITA RAYA BLOK A28 NO.7 KARAMPUANG
PANAKKUKANG MAKASSAR 90231 SULAWESI SELATAN
",""
"SD","PT. BINTANG CENTRAL IMELDA","Batam","Kepulauan Riau","PT. ANUGERAH BERDIKARI SEJATI","","","0","","","","INI CUSTOMER JENIS APA GA PERNAH TRANSAKSI DI ACCURATE"
"SD","PT. BINTANG KENCANA ARTHA","KOTA JAKARTA BARAT","DKI Jakarta","PT. SARWA MANGGALLA RAYA","","09:00 s/d 15:00","0","","","JL. DURI KOSAMBI RAYA NO.72G
RT/RW 005/001 KEL. DURI KOSAMBI KEC. CENGKARENG
JAKARTA BARAT",""
"SD","PT. BOUTI USABDA FARMA","KABUPATEN SUKOHARJO","Jawa Tengah","PT. PANCA KOBRA SAKTI","Rp 56.000/karton","","0271-722362","Yulie Andriati","boutipajak@yahoo.com","JL. ARJUNA NO.59
RT.003/015 CEMANI GROGOL
SUKOHARJO JAWA TENGAH",""
"SD","PT. BUANA KARYA UTAMA","KABUPATEN SUKOHARJO","Jawa Tengah","Dakota Buana Semesta","Rp. 83.000/CTN (KGMINIMAL20)","","","(0271) 5721615","","PERUM WATU PURI REGENCY BLOK C No.13
JL. JLOPO-LANGENHARJO
KEL.KUDU KEC. BAKI
KAB SUKOHARJO JAWA TENGAH
INDONESIA ",""
"SD","PT. BUANA MEDISTRA PHARMA","Pontianak","Kalimantan Barat","PT. Duta Cemerlang Lintas Nusantara","","","0561-743689
","Djohan","ptbuana_med@yahoo.com","JL. CENDRAWASIH NO.56
RT.003/RW.005
TENGAH PONTIANAK
PONTIANAK 78111 ",""
"SD","PT. CAHAYA SATU-SATU","Kendari","Sulawesi Tenggara","Klik Logsitik","Rp. 900.000 /m3","","0811 400 215","Herry Yoseph","herry Yoseph@yahoo.com","JL. PAJAK NO.7 KORUMBA
MANDONGA KENDARI 93111
SULAWESI TENGGARA",""
"SD","PT. CAMAR USAHA TATA","Medan","Sumatera Utara","NEW SUTRACO","","","061-4160069/70, 45669143","Lina","camarusaha@yahoo.co.id","JL. K.H. WAHID HASYIM NO.98 (d/h 96-A)
KEL. SEI SIKAMBING D KEC. MEDAN PETISAH
MEDAN 20119 SUMATERA UTARA
INDONESIA 
",""
"SD","PT. CARMELLA GUSTAVINDO","KOTA CIREBON","Jawa Barat","Dakota Buana Semesta","","","","","","JL. LAWANGGADA NO.39
RT/RW.002/004 PEKALIPAN SELATAN PULASAREN
PEKALIPAN CIREBON
JAWA BARAT",""
"SD","PT. CENDRAWASIH ANUGERAH NUSANTARA","KOTA MAKASSAR","SULAWESI SELATAN","KARYATI EKSPEDISI","","","(0411) 441694","","","JL. BOULEVARD KOMP. TULIP II BLOK D2 NO.19
MASALE PANAKKUKANG
SULAWESI SELATAN INDONESIA ",""
"SD","PT. COMBI FARMA (SD)","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","0225407366","","","JL. TERUSAN HOLIS CIBOLERANG NO.472
MARGAHAYU UTARA
BABAKAN CIPARAY
KOTA BANDUNG 40224
JAWA BARAT",""
"SD","PT. COMBI PUTRA MANDIRI","Semarang","Jawa Tengah","Dakota Buana Semesta","","","(024) 3515291, 3515292, 3543924","","","JL. KALIMAS RAYA A-54/III
PANGGUNG KIDUL SEMARANG UTARA
SEMARANG 50143
JAWA TENGAH INDONESIA ",""
"SD","PT. DAKOTA BUANA SEMESTA","KOTA JAKARTA TIMUR","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","","","","","","RUKO 150 C2
JL. RADIN INTEN NO.150 
RT.008/RW.005 Jakarta Timur  
DKI Jakarta
",""
"SD","PT. DUA PILAR LESTARI","Banyumas","Jawa Tengah","Dakota Buana Semesta","","","0","","","","Belum ada transaksi di ACCURATE"
"SD","PT. DUTA SUMBER INTI NIAGA","KOTA BEKASI","Jawa Barat","PT. SARWA MANGGALLA RAYA","","","0","","","JL. PUYUH RAYA NO.07
RT.001/RW.015 MUSTIKA JAYA
KOTA BEKASI","Cust Canvass"
"SD","PT. DUVIN LOKALESTARI","KOTA MAKASSAR","SULAWESI SELATAN","KARYATI EKSPEDISI","",""," (0411) 3614538","","","JL. SEMBILAN I NO.4
GADDONG BONTOALA
MAKASSAR 90157 SULAWESI SELATAN",""
"SD","PT. DWI ABADI FARMA","Semarang","Jawa Tengah","Dakota Buana Semesta","Rp. 14.400/karton, Mininum 50 carton (barang dijemput)","","(024) 7615745,","","","JL. CANDI IX BLOK II NO.23
KAWASAN INDUSTRI CANDI
GATOT SUBROTO SEMARANG 
",""
"SD","PT. DWI MITRA PHARMA","Surabaya","Jawa Timur","JNE","","","0","","","JL. PERMATA JABON I A NO.3
TAMBAK SAWAH WARU
KABUPATEN SIDOARJO SURABAYA",""
"SD","PT. ELKAKA PUTRA MANDIRI","BANDAR LAMPUNG","Lampung","PT Jago Jaya Express","Rp. 15.000/karton","","0721-786725","","","JL. P. BATAM RAYA NO.34
WAY HALIM PERMAI
BANDAR LAMPUNG 35135
LAMPUNG INDONESIA",""
"SD","PT. ENGGAL PERDANA","BANDAR LAMPUNG","Lampung","PT Jago Jaya Express","","","0721-262603, 264577","","","JL. RADEN INTAN 122
BANDAR LAMPUNG 35117 ",""
"SD","PT. ERA SEHAT SEJAHTERA","KOTA JAKARTA TIMUR","DKI Jakarta","PT. SARWA MANGGALLA RAYA","Kuli      1,500/Ctn
Parkir   7,000","08:00 s/d 14:00","(021) 8194624, 8574568","","","KOMPLEK PERTOKOAN BUKIT DURI
JL. JATINEGARA BARAT B NO.5-6
RT.001/RW.004 KAMPUNG MELAYU
JATINEGARA JAKARTA TIMUR 13320
DKI JAKARTA INDONESIA ",""
"SD","PT. EVA SURYA PRATAMA","KOTA JAKARTA TIMUR","DKI Jakarta","PT. SARWA MANGGALLA RAYA","","","","","","JL. PONDASI NO.60 DAN NO. 71
KEL. KAYU PUTIH KEC. PULO GADUNG",""
"SD","PT. FELIV LESTARI","KOTA MAKASSAR","SULAWESI SELATAN","KARYATI EKSPEDISI","","","(0411) 883388,  081241422888","","","JL. MONUMEN EMMY SAELAN NO.14
J GUNUNG SARI RAPPOCINI
MAKASSAR 90231",""
"SD","PT. FERTOMULIA PRATAMA","Balikpapan","Kalimantan Timur","KARYATI EKSPEDISI","Rp 67.200/karton","","(0542) 878086","","","JL. MT. HARYONO NO.134
RT.11 KEL. DAMAI BARU KEC. BALIKPAPAN SELATAN
BALIKPAPAN 76114",""
"SD","PT. GALAKSI MEGAH PHARMA","KOTA TANGERANG","Banten","PT. SARWA MANGGALLA RAYA","","","021-29431069,085887465071","","","GREEN LAKE CITY RUKAN CROWN BLOK I NO.19
RT.002/RW.014 KEL. PETIR KEC. CIPONDOH
TANGERANG BANTEN",""
"SD","PT. GALOEH HUSADA FARMA","Surabaya","Jawa Timur","Dakota Buana Semesta","Rp. 19.000/karton","","0313533834","","","JL. SULUNG SEKALAHAN 2-DE
KEL. ALUN-AALUN CONTONG KEC. BUBUTAN
SURABAYA",""
"SD","PT. GIDION JAYA","Ambon","Maluku","PT. LESTARI JAYA RAYA","","","(0911) 351135","","","JL. SULTAN HASANUDDIN (LORONG KPU)
RT.005/RW.005 HATIVE KECIL
SIRIMAU AMBON 97128 ",""
"SD","PT. GLOBAL MITRA PEKANBARU","Pekanbaru","Riau","PT Garuda Jaya Sumbar Indah","Rp 35.000/karton","","(0761) 855977","","","JL. HJ. SITI NISAB NO.8-14
KEL. TAMPAN KEC. PAYUNG SEKAKI
RIAU INDONESIA ",""
"SD","PT. GLOBAL MITRA PRIMA","Medan","Sumatera Utara","NEW SUTRACO","Rp 50.000/karton","","(061) 4560616, 8444555","","","JL. BUDILUHUR NO.196
KEL. DWIKORA KEC. MEDAN HELVETIA
SUMATERA UTARA INDONESIA",""
"SD","PT. GLORIENTA PANCA HENNA","Padang","Sumatera Barat","PT Garuda Jaya Sumbar Indah","Rp 35.000/karton","","0","","","JL. PONDOK NO.93 RT.002/RW.001
KEL. KAMPUNG PONDOK KEC. PADANG BARAT
PADANG 25119 SUMATERA BARAT",""
"SD","PT. GLORY KENCANA ABADI","Pontianak","Kalimantan Barat","HWU EKSPEDISI","Rp 32.000/karton","","0","","","KOMPLEK GLORY
JL. PERDAMAIAN NO.111
PAL SEMBILAN SUNGAI KAKAKP",""
"SD","PT. GREAT BATAM GLOBAL","Batam","Kepulauan Riau","PT Garuda Jaya Sumbar Indah","Rp. 35.000/karton","","0778-3553075","","","RUKO GAJAH MADA SQUARE BLOK A1 NO.1
TIBAN BATAM 29400",""
"SD","PT. GREAT DELI FARMA","Pekanbaru","Riau ","PT Garuda Jaya Sumbar Indah","Rp 35.000/karton","","","","","JL. TUANKU TAMBUSAI
KOMP. NANGKA RAYA PERMAI NO.3-4
TEGNKERANG BARAT MARPOYAN DAMAI
PEKANBARU CITY RIAU 28144",""
"SD","PT. GREAT MATARAM","Semarang","Jawa Tengah","Dakota Buana Semesta","Rp 18.000/karton","","(024) 8500899-8501899-8504702","","","JL. SEMBOJA NO.3
RT.03/RW.05 LEMPONGSARI
GAJAH MUNGKUR SEMARANG",""
