code_market,customer_name,regency,province,expedition_name,term_payment,operational_time,customer_contact,customer_PIC,email,customer_address,customer_character
"SF","APOTEK ABJAD FARMA","KABUPATEN CIREBON","JAWA BARAT","PT. ADIKA DWIKARYA UTAMA","COD","","","","","KMP. MANDIANGIN RT 01 RW 01 DESA DURAJAYA
GREGED
CIREBON  -CIREBON
JAWA BARAT",""
"SF","APOTEK ABYAN FARMA","KABUPATEN SLEMAN","JAWA TENGAH","PAXEL","COD","","","","","JL. SIDOMOYO NO.27
SIDOMOYO GODEAN
GODEAN
KAB SLEMAN  
DI YOGYAKARTA",""
"SF","APOTEK ABYAN FARMA CIPONDOH","KOTA TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","02122301330","","","JL. KH AHMAD DAHLAN NO.101
KEL. PETIR CIPONDOH
KOTA TANGERANG
BANTEN",""
"SF","APOTEK ADDA","KOTA DEPOK","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. RAYA JEMBATAN SERONG NO.17
CIPAYUNG
KOTA DEPOK 16437 
JAWA BARAT",""
"SF","APOTEK ADE","KOTA JAKARTA SELATAN","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","02129395300","","","PLAZA MAYESTIK A.L.S.B. AKS NO.84-85
KEBAYORAN BARU
KOTA JAKARTA SELATAN
DKI JAKARTA",""
"SF","APOTEK ADELLINE","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. RAYA KUTABUMI
DEPAN PLAZZA KUTABUMI
PASAR KEMIS
KABUPATEN TANGERANG 11560 
BANTEN",""
"SF","APOTEK ADIYASA","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","","","'081213885526","","","JL. TAMAN ADIYASA CIKUYA SOLEAR
SOLEAR
KAB TANGERANG 15730 ",""
"SF","APOTEK ADUA","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JLN. RUKO KEBON KOPI CENTER
CIKARANG UTARA
KAB BEKASI  
JAWA BARAT",""
"SF","APOTEK AFIAT","KABUPATEN MAJALENGKA","JAWA BARAT","PAXEL","COD","","085314015573","","","JL. KH. ABDUL FATAH NO.84 CIKIJING
CIKIJING
KAB MAJALENGKA
JAWA BARAT",""
"SF","APOTEK AFIAT AA","KOTA SURAKATA","JAWA TENGAH","PAXEL","COD","","085642191994","","","JL. LETJEN SUTOYO NO.113
BANJARSARI
KOTA SURAKARTA
JAWA TENGAH",""
"SF","APOTEK AFIAT FARMA","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","082319435910","","","JL. NYI GEDE CANGKRING BLOK SITELARAGUNG
PLERED
KAB CIREBON 
JAWA BARAT",""
"SF","APOTEK AFIAT FARMA KERAMAT","KOTA SUKABUMI","JAWA BARAT","PAXEL","COD","","","","","JL. KERAMAT NO.120
GUNUNG PUYUH
KOTA SUKABUMI 43122 
JAWA BARAT",""
"SF","APOTEK AFIAT JAYA","KOTA BANDUNG","JAWA BARAT","PT. ADIKA DWIKARYA UTAMA","COD","","087823485297","","","JL. IBRAHIM ADJIE 186
BATUNUNGGAL
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK AFIAT UTAMA","KOTA DEPOK","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. ASRAMA CILODONG NO.122
DEPOK 16414 CILODONG
JAWA BARAT",""
"SF","APOTEK AFISHA FARMA","KABUPATEN CIREBON","JAWA BARAT","PT Lion Express","COD","","085322081470","","","JL. RAYA NYI AGENG SERANG
DESA CIKEDUK
KAB CIREBON
JAWA BARAT",""
"SF","APOTEK AFIYA","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","085722829896","","","JL. MARS SELATAN IX NO. 9
RANCASARI
KOTA BANDUNG 40296
JAWA BARAT",""
"SF","APOTEK AFIYAA","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","","","","JL. NYIMAS ENDANG GEULIS
JEMARAS KIDUL
KEC. KLANGENAN
KABUPATEN CIREBON 45156 
JAWA BARAT",""
"SF","APOTEK AFYA MATRAMAN","KOTA JAKARTA TIMUR","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","0218515668","","","JL. UTAN KAYU RAYA NO.19A 
MATRAMAN
KOTA JAKARTA TIMUR
DKI JAKARTA",""
"SF","APOTEK AGRATA","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","087808713439","","","JL. RAYA PAGEDANGAN
KABUPATEN TANGERANG 15341 
PAGEDANGAN
BANTEN",""
"SF","APOTEK AGUNG FARMA KEMIR","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","087709033718","","","PASAR KEMIRI
JL. SIMPANG TIGA KEMIRI RT.08/02
KEMIRI
KABUPATEN TANGERANG 15530
BANTEN ",""
"SF","APOTEK AGUNG MEDIKA","KABUPATEN KUNINGAN","JAWA BARAT","PAXEL","","","'02328902331","","","JALAN RE. MARTADINATA NO. 12 RUKO 7
SINDANGAGUNG
KAB KUNINGAN  
JAWA BARAT",""
"SF","APOTEK AIDAN","KOTA BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","081218211234","","","PESONA ANGGREK HARAPAN BLOK A6 NO 3 BEKASI UTARA
KOTA BEKASI 17124
JAWA BARAT",""
"SF","APOTEK AIMAR","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","","","","JL. KI AGENG TAPA BLOK A2 DAWUAN
TENGAH TANI
KAB CIREBON 45168 
JAWA BARAT",""
"SF","APOTEK AINI FARMA","KOTA JAKARTA SELATAN","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","089630746195","","","JL. PESANGGRAHAN RAYA NO.29
KOTA JAKARTA SELATAN 12320 
DKI JAKARTA",""
"SF","APOTEK AIRA FARMA","KABUPATEN SLEMAN","JAWA TENGAH","PAXEL","COD","","02748594990","","","SIDOREJO SELOMARTANI
KALASAN
KAB SLEMAN 
DI YOGYAKARTA",""
"SF","APOTEK AISYAH FARMA","KABUPATEN SUKOHARJO","JAWA TENGAH","PAXEL","COD","","","","","JL. VETERAN PERANG KEMERDEKAAN
GANGGASAN RT.03/RW.05 DEMAKAN
MOJOLABAN
KAB SUKOHARJO  
JAWA TENGAH",""
"SF","APOTEK AIYRA","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","NET 30","","","","","JL RAYA SERANG FLY OVER BALARAJA
BALARAJA
KABUPATEN TANGERANG 15610 
JAWA BARAT
",""
"SF","APOTEK AKBAR FARMA","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","085280629145","","","JL. PRABU KIANSANTANG
SUKADANA PABUARAN
KABUPATEN CIREBON 42163
JAWA BARAT",""
"SF","APOTEK AL - FATTAH 2","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","087743639797","","","JL. CINGISED NO.8
CISANTREN ARCAMANIK
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK AL FALAH CIKARET","KOTA DEPOK","JAWA BARAT","PT. SARWA MANGGALLA RAYA","","","'085716431725","","","JL. ALFALAH NO. 2, RT. 01, RW. 10, HARAPAN JAYA
CIBINONG
KAB BOGOR 16914 ",""
"SF","APOTEK AL FATH","KABUPATEN SUKOHARJO","JAWA TENGAH","PAXEL","","","","","","JL. LAWU NO. 19 RT 1/8, PURWOREJO, JETIS
SUKOHARJO
KAB SUKOHARJO  
JAWA TENGAH",""
"SF","APOTEK AL FAZZA FARMA","KABUPATEN MAJALENGKA","JAWA BARAT","PT Lion Express","","","","","","JALAN RAYA KAPUR UTARA DESA SUTAWANGI
JATIWANGI
KAB MAJALENGKA  
JAWA BARAT",""
"SF","APOTEK AL IHSAN FARMA","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. PUSAKA RAKYAT
TARUMAJAYA
KAB BEKASI  
JAWA BARAT",""
"SF","APOTEK AL MARWA","KABUPATEN SUKOHARJO","JAWA TENGAH","PAXEL","COD","","","","","JL. PUNTODEWO 35 CEMANI
GROGOL
KAB SUKOHARJO  
JAWA TENGAH",""
"SF","APOTEK AL RIZKI CILODONG","KOTA DEPOK","JAWA BARAT","PAXEL","","","'087776007052","","","JL.TERUSAN STUDIO ALAM NO. 81
CILODONG
KOTA DEPOK  
JAWA BARAT
",""
"SF","APOTEK AL SYIFA","KABUPATEN BANDUNG","JAWA BARAT","PAXEL","COD","","081317155957","","","JL. KOMPLEK PERMATA BIRU BLOK R NO.41
CILEUNYI
KAB BANDUNG
JAWA BARAT",""
"SF","APOTEK AL- ABROR","KABUPATEN KUNINGAN","JAWA BARAT","PAXEL","COD","","","","","JL. CIAWI GEBANG DUSUN KLIWON
CIAWIGEBANG
KABUPATEN KUNINGAN  
JAWA BARAT",""
"SF","APOTEK AL-BAROKAH","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","081355537530","","","JL. RAYA KRESEK BALARAJA
KABUPATEN TANGERANG 15540
BALARAJA
BANTEN",""
"SF","APOTEK AL-FAARUUQI FARMA","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. TAMAN PALEM RAYA RUKO D CAPTIVA BLOK K TELAGA BESTARI
SINDANG JAYA
KABUPATEN TANGERANG 15560 
BANTEN
",""
"SF","APOTEK AL-FAZZA MEDIKA","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","081287146300","","","JL. RAYA KORELET
PANONGAN
KAB TANGERANG 15421
BANTEN",""
"SF","APOTEK AL-MAHERA","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","0895330604833","","","PERUM TAMAN BUAH BLOK BB2 NO.9
PASAR KEMIS
KAB TANGERANG 15560
BANTEN",""
"SF","APOTEK AL-SHAQIRI","KABUPATEN BANDUNG","JAWA BARAT","PAXEL","COD","","081296000480","","","JL. RAYA CILEUNYI NO.329
CILEUNYI
KABUPATEN BANDUNG
JAWA BARAT",""
"SF","APOTEK ALAM JUANDA","KABUPATEN SIDOARJO","JAWA TIMUR","PAXEL","COD","","085101791028","","","RUKO ALAM JUANDA RK 2 NO.16
SEDATI
KAB SIDOARJO
JAWA TIMUR",""
"SF","APOTEK ALAM SEHAT","KOTA TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","02155733840","","","JL. RAYA SEWAN RAWA KUCING NO. 7
KEL. MEKARSARI
NEGLASARI
KOTA TANGERANG
BANTEN",""
"SF","APOTEK ALBIRUNI","KOTA JAKARTA TIMUR","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","081310619104","","","JL. CIPAYUNG SITU NO.50
CIPAYUNG
KOTA JAKARTA TIMUR 13840
DKI JAKARTA",""
"SF","APOTEK ALDI FARMA","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","","","'089601336337","","","RUKO CASA GARDENIA BLOK R1 NO. 8
CIBITUNG
KAB BEKASI 17520 ",""
"SF","APOTEK ALFA MEDIKA","KOTA JAKARTA UTARA","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. PEGANGSAAN INDAH BARAT A-5 RT/RW.2/16 PENGANGSAAN DUA
KELAPA GADING
KOTA JAKARTA UTARA  
DKI JAKARTA",""
"SF","APOTEK ALFARIZI","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","","","'081286914476","","","JL. RAYA PASAR KEMIS
PASAR KEMIS
KAB TANGERANG 15560 
BANTEN",""
"SF","APOTEK ALFARIZKI","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","","","'082340603887","","","JL. DAYUNG RAYA NO. 33B
KELAPA DUA
KAB TANGERANG 15810",""
"SF","APOTEK ALFATIH","KOTA TANGERANG SELATAN","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","081288700774","","","JL. TAMAN MAKAM BAHAGIA KEL PERIGI LAMA
PONDOK AREN
KOTA TANGERANG SELATAN 15224 ",""
"SF","APOTEK ALFAYADH FARMA","KABUPATEN BANTUL","JAWA TENGAH","PAXEL","COD","","081804255898","","","JL. POTORONO SALAKAN KECAMATAN BANGUNTAPAN BANTUL
BANGUNTAPAN
KAB BANTUL 55196
DI YOGYAKARTA",""
"SF","APOTEK ALIF","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","08158963147","","","JL. SULTAN ISKANDAR MUDA 12
KEMIRI
KAB TANGERANG 15630
BANTEN",""
"SF","APOTEK ALIFA","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. VILLA TANGERANG ELOK KUTA JAYA
PASAR KEMIS
KABUPATEN TANGERANG 15560 
BANTEN ",""
"SF","APOTEK ALISHA FARMA","KABUPATEN SRAGEN","JAWA TENGAH","PAXEL","COD","","","","","KEBAYANAN 3 PURWOSUMAN
SIDOHARJO
KAB SRAGEN 57281 
JAWA TENGAH",""
"SF","APOTEK ALKA FARMA","KABUPATEN TANGERANG","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","02129005414","","","JL. CITRA RAYA BOULEVARD
RUKO CITRA JAYA
CIKUPA
KAB TANGERANG 15710
BANTEN",""
"SF","APOTEK ALMA FELIZ","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","082214406112","","","JL. TERUSAN SOMA NO.16
KIARACONDONG
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK ALPHARMA","KOTA TANGERANG SELATAN","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. SERPONG PARK BOULEVARD BLOK P1 NO. 5
SERPONG UTARA
KOTA TANGERANG SELATAN  
BANTEN",""
"SF","APOTEK ALRASYID DAN KLINIK RANCAMANYAR","KABUPATEN BANDUNG","JAWA BARAT","PAXEL","COD","","081220688811","","","JL. BOJONG SAYANG NO.39
RANCAMANYAR BALEENDAH
KAB BANDUNG 40375
JAWA BARAT",""
"SF","APOTEK ALSEN FARMA","KABUPATEN BANDUNG","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","085323133976","","","KOMP. SUKAMENANK INDAH - RUKO BLOK J NO. 11B
MARGAHAYU
KAB BANDUNG JAWA BARAT
",""
"SF","APOTEK ALULA FARMA","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","089688800885","","","JL. PUSPONEGORO
DESA LOSARI KIDUL LOSARI
KAB CIREBON 52255
JAWA BARAT",""
"SF","APOTEK ALWAN FARMA","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","08112199628","","","JL. KALI RAHAYU-TAWANG SARI
KALISARI LOSARI
KABUPATEN CIREBON 45192
JAWA BARAT",""
"SF","APOTEK ALYSSA","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","085287839393","","","JL. JEMBATAN SERONG NO.31
TARUMAJAYA
KAB BEKASI 17216
JAWA BARAT",""
"SF","APOTEK AMA JAYA","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","081220003434","","","JL. RAYA CIBADUYUT 188
BANDUNG KIDUL
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK AMAANILLAH","KABUPATEN KARANGANYAR","JAWA BARAT","PT Lion Express","COD","","081567749749","","","MULYOREJO KALIJIRAK
TASIKMADU
KAB KARANGANYAR
JAWA TENGAH",""
"SF","APOTEK AMAN HUSADA 2","KOTA CIREBON","JAWA BARAT","PAXEL","COD","","","","","JL. KARANGGETAS NO. 92
PEKALIPAN
KOTA CIREBON  
JAWA BARAT",""
"SF","APOTEK AMANAH 24","KABUPATEN BOYOLALI","JAWA TENGAH","PT Lion Express","","","","","","JL. PENGGING - SANGGUNG KM 3 . RT. 11, RW. 01, SALAKAN
TERAS
KAB BOYOLALI  
JAWA TENGAH",""
"SF","APOTEK AMANAH FARMA","KOTA BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","","","'081384616625","","","JALAN PEMUDA RT. 001, RW. 014
BEKASI BARAT
KOTA BEKASI  
JAWA BARAT",""
"SF","APOTEK AMANAH FARMA CIHAMPELAS","KABUPATEN BANDUNG BARAT","JAWA BARAT","PAXEL","COD","","081223890977","","","JL. RAYA CIPATIK RT.04
CIHAMPELAS
KAB BANDUNG BARAT
JAWA BARAT",""
"SF","APOTEK AMANAH PRIMA","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","","","","JL. CINGISED NO.205
ARCAMANIK
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK AMANAH RAJAGALUH","KABUPATEN MAJALENGKA","JAWA BARAT","PAXEL","COD","","","","","JL. RAYA KRAMAT - RAJAGALUH
DESA LEUWILAJA
SINDANGWANGI
KAB MAJALENGKA  
JAWA BARAT",""
"SF","APOTEK AMANAH SUKOHARJO","KABUPATEN SUKOHARJO","JAWA TENGAH","PAXEL","","","","","","JL. TENTARA PELAJAR, GABAHAN, RT. 4, RW. 2, JOMBOR
BENDOSARI
KAB SUKOHARJO  ",""
"SF","APOTEK AMANDA","KABUPATEN SRAGEN","JAWA TENGAH","PAXEL","COD","","085647502121","","","JL. RAYA SOLO SRAGEN, PUNGKRUK
SIDOHARJO
KAB SRAGEN  '
JAWA TENGAH
",""
"SF","APOTEK AMANDA FARMA","KOTA TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. RAYA KRESEK BALARAJA
KRESEK
KOTA TANGERANG 15610 
BANTEN",""
"SF","APOTEK AMANI FARMA","KOTA BANDUNG","JAWA BARAT","PT. ADIKA DWIKARYA UTAMA","COD","","085171163696","","","JL. BABAKAN SARI 1 NO.153
KIARACONDONG
KOTA BANDUNG 
JAWA BARAT ",""
"SF","APOTEK AMAR","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","081946946909","","","JL. SUCI-MUNDU
MUNCU 
KAB CIREBON
JAWA BARAT",""
"SF","APOTEK AMAZON","KOTA JAKARTA SELATAN","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","021255668","","","JL. MOH KAHFI 1 NO.16E
JAGAKARSA
JAKARTA SELATAN 12630
DKI JAKARTA",""
"SF","APOTEK AMIN","KOTA JAKARTA PUSAT","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","0213145105","","","JL. KEBON KACANG 4 NO.78
TANAH ABANG
KOTA JAKARTA PUSAT 10240 
DKI JAKARTA",""
"SF","APOTEK AMMAR","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","081122079290","","","JL. SELONTONGAN NO.20B
LENGKONG
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK AMORA","KABUPATEN TANGERANG","BANTEN","","","","'082184004666","","","JL. STASIUN MAJA RAYA
MAJA
KAB LEBAK 42381 
BANTEN",""
"SF","APOTEK AMPERA","KOTA TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","089669902743","","","JL. KH MAULANA HASANUDIN NO. 137, AMPERA PORIS
CIPONDOH
KOTA TANGERANG  BANTEN",""
"SF","APOTEK AMS (ALFATIH MEDICAL SEJAHTERA)","KABUPATEN SLEMAN","JAWA TENGAH","PAXEL","COD","","","","","JL. PALAGAN TENTARA PELAJAR NO.80
TEGAL REJO SARIHARJO
NGAGLIK
KAB SLEMAN 55581 
DI YOGYAKARTA",""
"SF","APOTEK ANANDA","KABUPATEN SRAGEN","JAWA TENGAH","PAXEL","COD","","","","","TANJUNG RT.09 CELEB
KEDAWUNG
KAB SRAGEN  
JAWA TENGAH",""
"SF","APOTEK ANANDA KEJAKSAN","KOTA CIREBON","JAWA BARAT","PAXEL","COD","","0231206165","","","JL. SILIWANGI NO.201
KEJAKSAN
KOTA CIREBON 45123
JAWA BARAT",""
"SF","APOTEK ANANDA MUNDU","KABUPATEN CIREBON","JAWA BARAT","PT. ADIKA DWIKARYA UTAMA","COD","","085320156460","","","JL. RAYA MUNDU PESISIR NO.8
MUNDU
KABUPATEN CIREBON
JAWA BARAT",""
"SF","APOTEK ANDA","KOTA JAKARTA TIMUR","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","081584674704","","","JL. LAPANGAN TEMBAK NO. 17
CIRACAS
KOTA JAKARTA TIMUR 13720
DKI JAKARTA
",""
"SF","APOTEK ANDITA","KABUPATEN SUKABUMI","JAWA BARAT","PAXEL","COD","","087814993539","","","JL. SELABINTANA
SUKABUMI
KAB SUKABUMI
JAWA BARAT",""
"SF","APOTEK ANDO FARMA","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JLN. HARAPAN INDAH BULEVAR
TARUMAJAYA
KABUPATEN BEKASI  
JAWA BARAT",""
"SF","APOTEK ANEKA BARU","KOTA CIMAHI","JAWA BARAT","PAXEL","COD","","081214174616","","","JL. KERKOF NO.26
CIMAHI SELATAN
KOTA CIMAHI
JAWA BARAT",""
"SF","APOTEK ANEKA FARMA","KOTA TANGERANG SELATAN","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","02174715188","","","JL. PAHLAWAN CIPUTAT TIMUR
CIPUTAT TIMUR
KOTA TANGERANG SELATAN
15419 
BANTEN",""
"SF","APOTEK ANEKA SYIFA 1","Yogyakarta","DI Yogyakarta","","COD","","081228653066","","","JL. REJODANI BLK II
SARIHARJO NGAGLIK",""
"SF","APOTEK ANGGUN FARMA","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","082316566915","","","JL. SULTAN HASANUDIN NO.17 
TUKMUDAL SUMBER
KABUPATEN CIREBON
JAWA BARAT",""
"SF","APOTEK ANGKE","KOTA JAKARTA BARAT","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. TUBAGUS ANGKE NO.24B BOLK VV
GROGOL PETAMBURAN
KOTA JAKARTA BARAT  
DKI JAKARTA",""
"SF","APOTEK ANGSANA","KOTA JAKARTA PUSAT","DKI Jakarta","PT. SARWA MANGGALLA RAYA","","","","","","JL ANGSANA NO.10
KELURAHAN BUNGUR SENEN
Kota Jakarta Pusat  
DKI Jakarta - Indonesia",""
"SF","APOTEK ANGSANA 3","KOTA BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","085781526313","","","JL. BINTARA JAYA 2
BEKASI BARAT
KOTA BEKASI
JAWA BARAT",""
"SF","APOTEK ANGSANA CISOKA","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","088293531184","","","JL. RAYA CISOKA - CANGKUDU
KP. ANGSANA CISOKA
CISOKA
KABUPATEN TANGERANG 
BANTEN",""
"SF","APOTEK ANHZA","KOTA TANGERANG SELATAN","BANTEN","PT. SARWA MANGGALLA RAYA","NET 7","","081298048815","","","JL.BABAKAN 3 NO.126 D RT.04/RW.01 - KEL.BHAKTI JAYA - KEC.SETU
SETU
KOTA TANGERANG SELATAN 15315 
BANTEN
",""
"SF","APOTEK ANIKA","KABUPATEN BANTUL","DI YOGYAKARTA","PAXEL","COD","","081804230040","","","SEGOROYOSO
PLERET
KAB BANTUL
DI YOGYAKARTA",""
