code_market,customer_name,regency,province,expedition_name,term_payment,operational_time,customer_contact,customer_PIC,email,customer_address,customer_character
"MT","HARIHARI LOKASARI","KOTA JAKARTA BARAT","DKI Jakarta","PT. SARWA MANGGALLA RAYA","Checker Rp. 5000","Senin - Jumat
08:00 s/d 15:00
Sabtu
08:00 s/d 12:00","(021) 66605188
","","lokasari@harihari.co.id","JL. MANGGA BESAR RAYA 81
LOKASARI PLAZA LANTAI 2
JAKARTA BARAT ",""
"MT","HARIHARI ROXY","KOTA JAKARTA PUSAT","DKI Jakarta","PT. SARWA MANGGALLA RAYA","Checker Rp. 5000","Senin - Jumat
08:00 s/d 15:00
Sabtu
08:00 s/d 12:00","021-63857937","Sriwila Soekowati","roxi@harihari.co.id","JL. K.H. HASYIM ASHARI
ITC ROXY MAS BASEMENT
JAKARTA PUSAT 10150
DKI JAKARTA INDONESIA ",""
"MT","HARIHARI TELUK GONG","KOTA JAKARTA UTARA","DKI Jakarta","PT. SARWA MANGGALLA RAYA","Checker Rp. 5000","Senin - Jumat
08:00 s/d 15:00
Sabtu
08:00 s/d 12:00","021-6605420","Muzaroh","","DUTA HARAPAN INDAH BLOK C-1
TELUK GONG JAKARTA UTARA 14460
DKI JAKARTA INDONESIA 
",""
"MT","HERO BEKASI","KABUPATEN BEKASI","Jawa Barat","PT. SARWA MANGGALLA RAYA","","","","","","JL INDOFARMA RT001/ RW10
BEKASI JAWA BARAT",""
"MT","HERO SIDOARJO","Sidoarjo","Jawa Timur","PT. LESTARI JAYA RAYA","","","","","","KAWASAN SAFE N LOCK AP 6516-18
SIDOARJO",""
"MT","IDG AMBON","Ambon","Maluku","PT. LESTARI JAYA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","0","","","",""
"MT","IDG BANDUNG","Bandung","Jawa Barat","PT. LESTARI JAYA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","0","","","",""
"MT","IDG BANJARMASIN","Banjarmasin","Kalimantan Selatan","PT. LESTARI JAYA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","0511-6746181","Agus Taryono","dc_mgr@bms.indomaret.co.id","JL AHMAD YANI KM12.2
KEL. GAMBUT BARAT KEC. GAMBUT
BANJARMASIN 70652
KALIMANTAN SELATAN INDONESIA",""
"MT","IDG BATAM","KOTA BATAM","KEPULAUAN RIAU","Indopaket","NET 30","","","","","JL LETJEND SUPRAPTO (BATAMINDO MUKA KUNING)
MUKA KUNING
SEI BEDUK
BATAM  
KEPULAUAN RIAU
",""
"MT","IDG BINTARA","KOTA BEKASI","Jawa Barat","PT. SARWA MANGGALLA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(021) 8886 3228","","","JL. BARU TERUSAN I GUSTI NGURAHRAI
RT.11/RW.12 (500M TIMUR STASIUN CAKUNG)
BINTARA BEKASI BARAT",""
"MT","IDG BOGOR","KABUPATEN BOGOR","Jawa Barat","PT. SARWA MANGGALLA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(021) 2923 0499","","","JL. RAYA BOGOR JAKARTA KM46.7
KELURAHAN NANGGEWER MEKAR
KECAMATAN CIBINONG
KAB. BOGOR 16912
JAWA BARAT INDONESIA ",""
"MT","IDG CIKOKOL","KOTA TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","NET 30","","","","","JL. MH THAMRIN RT.001/RW.002
KEL. CIKOKOL
KEC. TANGERANG
KOTA TANGERANG
BANTEN 15117",""
"MT","IDG CIPINANG","KOTA JAKARTA TIMUR","DKI Jakarta","PT. SARWA MANGGALLA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(021) 470 6455
","","","JL. PISANGAN TIMUR NO.1
KOMPLEK PASAR INDUK BERAS
CIPINANG JAKARTA TIMUR 13230
DKI JAKARTA INDONESIA ",""
"MT","IDG CIPUTAT","KOTA DEPOK","Jawa Barat","PT. SARWA MANGGALLA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(021) 2274 2246","","","JL. RAYA PARUNG-CIPUTAT BOJONGSARI BARU
SAWANGAN DEPOK 16516
JAWA BARAT INDONESIA",""
"MT","IDG JAMBI","Jambi","Jambi","PT. LESTARI JAYA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","0","Fitra","nfood_igr_jbi@indomaret.co.id","JL. LINGKAR SELATAN NO.18
RT.36 KEL. KENALI ASAM BAWAH
KEC. KOTA BARU
JAMBI 36128",""
"MT","IDG KARAWANG","KABUPATEN KARAWANG","Jawa Barat","PT. SARWA MANGGALLA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(0267) 841 2526","","","JL. LINGKAR TANJUNGPURA
KEL. NAGASARI KEC. KARAWANG BARAT
KAB. KARAWANG 41312
JAWA BARAT INDONESIA ",""
"MT","IDG KEMAYORAN","KOTA JAKARTA PUSAT","DKI Jakarta","PT. SARWA MANGGALLA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(021) 6586 5658","","","JL. TERUSAN ANGKASA B-2 KAV NO.1
KEMAYORAN JAKARTA PUSAT 10610
DKI JAKARTA INDONESIA",""
"MT","IDG KENDARI","Kendari","Sulawesi Tenggara","PT. LESTARI JAYA RAYA","Rp. 14.000/kg
Min 50 kg = Rp. 700.000","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(0401) 3083025","","","JL. MADUSILA NO.19
KEL. ANDUONOHU KEC. PPOASIA
KENDARI 93231
SULAWESI TENGGARA INDONESIA 
",""
"MT","IDG LAMPUNG","BANDAR LAMPUNG","LAMPUNG","PT. LESTARI JAYA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","0812 2220 7807
","Marshela Agustien","","JL. SUKARNO HATTA NO.15
KEL. KAMPUNG BARU RAYA KEC. LABUHAN RATU
BANDAR LAMPUNG 35149
LAMPUNG INDONESIA ",""
"MT","IDG MAKASSAR","KOTA MAKASSAR","SULAWESI SELATAN","JNE","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(0411) 8954 848 ","","","JL. PERINTIS KEMERDEKAAN KM.18
KEL. PAI KEC. BIRINGKANAYA
MAKASSAR 90242
SULAWESI SELATAN INDONESIA ",""
"MT","IDG MALANG","Malang","Jawa Timur","JNE","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(0341) 821 0888","","","JL. SUDANCO SUPRIYADI KAV.17A
KEL. KEBONSARI KEC. SUKUN
MALANG 65149
JAWA TIMUR INDONESIA",""
"MT","IDG MANADO","Manado","Sulawesi Utara","PT. LESTARI JAYA RAYA","Rp. 14.000 per kg; minimum 50 kg =  Rp. 700.000","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(0431) 7241615","","","JL. AA MARAMIS NO.15
KEL. PANIKI KEC. MAPANGET
MANADO 95258
SULAWESI UTARA INDONESIA ",""
"MT","IDG MEDAN","Medan","Sumatera Utara","JNE","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(061) 7877 858 ","","","JL. SISINGAMANGARAJA 12 NO.3 KM6.5 
MEDAN AMPLAS
MEDAN 20147
SUMATERA UTARA INDONESIA",""
"MT","IDG PALEMBANG","KOTA PALEMBANG","SUMATERA SELATAN","JNE","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(0711) 822 123
","","","JL. PANGERAN AYIN D/H NAJAMUDDIN NO.326
KEL. SUKAMAJU KEC. SUKO
PALEMBANG 30164
SUMATERA SELATAN INDONESIA ",""
"MT","IDG PEKANBARU","Pekanbaru","Riau","JNE","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(0761) 564 641 
","","","JL. SOEKARNO HATTA (ARENGKA) NO.18
RT.01/RW.08 KEL. SIDOMULYA BARAT KEC. TAMPAN
KOTA PEKANBARU 28294
RIAU INDONESIA ",""
"MT","IDG PONTIANAK","Pontianak","Kalimantan Barat","PT. LESTARI JAYA RAYA","Rp. 9.000/kg
Min 50 kg = Rp. 450.000","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","0","","","JL. ARTERI SUPADJO
RT.04/RW.08 DESA PARITBARU
KEC. SUNGAI RAYA KAB. KUBU RAYA
PONTIANAK 78391
",""
"MT","IDG SAMARINDA","KOTA SAMARINDA","Kalimantan Timur","PT. LESTARI JAYA RAYA","Rp. 9.000/kg
Min 50 kg = Rp. 450.000","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","0541-7273369","Ade Ahlan","dc_mgr@smd.indomaret.id","JL. AW. SYAHRANIE NO.51
KEL. SEMPAJA SELATAN
SAMARINDA 75119
KALIMANTAN TIMUR INDONESIA 
",""
"MT","IDG SEMARANG","Semarang","Jawa Tengah","PT. LESTARI JAYA RAYA","Rp. 4.000/kg
Min 50 kg = Rp. 200.000","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","024-76928282","","","JL. RAYA KALIGAWE 38 KM5.1
RT.001/RW.01 TERBOYO WETAN GENUK
SEMARANG 50112
JAWA TENGAH INDONESIA ",""
"MT","IDG SOLO","KABUPATEN KARANGANYAR","Jawa Tengah","JNE","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","0823 1488 8070","Aldi","","JL. RAYA SOLO - TAWANGMANGU KM7.2
DS. DAGEN KEC. JATEN KAB. KARANGANYAR
JAWA TENGAH SOLO 57731
JAWA TENGAH INDONESIA 
",""
"MT","IDG SURABAYA","Surabaya","Jawa Timur","PT. LESTARI JAYA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","0","","","",""
"MT","IDG TANGERANG","KOTA TANGERANG","Banten","PT. SARWA MANGGALLA RAYA","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(021) 591 5040 ","","","JL. GATOT SUBROTO KM.5 NO.4
JATI UWUNG TANGERANG 15134
BANTEN INDONESIA 
",""
"MT","IDG YOGYA","Yogyakarta","DI Yogyakarta","JNE","","08:00 s/d 15:00
Senin - Jumat
Sabtu 08:00 s/d 13:00","(0274) 622040","","","JL. RAYA MAGELANG KM.6
SINDUADI MLATI
SLEMAN 55284
DI YOGYAKARTA INDONESIA 
",""
"MT","IDM ACEH","ACEH","NANGGROE ACEH DARUSSALAM","PT Lion Express","","","(061)7877858","","","JL. LAKSAMANA MALAHAYATI
DS. BAET KEC. BAITUSSALAM
KAB. ACEH BESAR
ACEH ",""
"MT","IDM BALI","Badung","Bali","PT. LESTARI JAYA RAYA","Rp. 6.500 per kg minimal 50 kg atau Rp. 325.000","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","0361-829288","Tania Ramansyah","dc_mgr@bli.indomaret.co.id","JL. I GUSTI NGURAH RAI (BADUNG SINGARAJA)
DESA WERDHI BUANA
MENGWI BADUNG 80351
BALI INDONESIA ",""
"MT","IDM BANDUNG","KOTA BANDUNG","Jawa Barat","PT. LESTARI JAYA RAYA","Rp. 3.500/kg
Min 50 kg = Rp. 175.000","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","022-7215556, 7216408","Marchel S Kaligis","dc_mgr@bdg.indomaret.co.id","JL. JENDRAL AHMAD YANI NO. 806
(KOMP. TARUMATEX) KIARACONDONG
CICAHEUM BANDUNG 40282
JAWA BARAT INDONESIA ",""
"MT","IDM BANJARMASIN","Banjarmasin","Kalimantan Selatan","PT. LESTARI JAYA RAYA","Rp. 8.000,- /kg
Min 50 kg = Rp. 400.000,-","","","","","","arsy"
"MT","IDM BATAM","Batam","Kepulauan Riau","PT. ANUGERAH BERDIKARI SEJATI","FTZ = Rp. 700.000,-
ABS ongkos kirim = Rp. 260.000/m3","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","0","Indra Nur Wijaya","dc_mgr@btm.indomaret.co.id","RUKO TRIKARSA EKUALITA I NO.1A&B
KEL. SADAI KEC. BENGKONG
BATAM 29432
",""
"MT","IDM BEKASI","KABUPATEN BEKASI","Jawa Barat","PT. SARWA MANGGALLA RAYA","","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","021-89834999","Chigara Witesa","dc_mgr@bks.indomaret.co.id","JL. JABABEKA RAYA BLOK A NO.6-15
RT.004/RW.006 PASIR GOMBONG
CIKARANG UTARA INDUSTRIAL ESTATE BEKASI 17530
JAWA BARAT INDONESIA ",""
"MT","IDM BENGKULU","Bengkulu","Bengkulu","PT. LESTARI JAYA RAYA","Rp. 8.000,- /kg
Min 50 kg = Rp. 400.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","","","","JL. DP NEGARA
KEL. BETUNGAN KEC. SELEBAR
BENGKULU",""
"MT","IDM BOGOR 1","KABUPATEN BOGOR","Jawa Barat","PT. SARWA MANGGALLA RAYA","","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","021-87926050","Suparman","dc_mgr@bgr.indomaret.co.id","JL. RAYA ALTERNATIF SENTUL KM.46
KEL. CIJUJUNG KEC. SUKARAJA
BOGOR 16710
JAWA BARAT
",""
"MT","IDM BOGOR 2","KABUPATEN BOGOR","Jawa Barat","PT. SARWA MANGGALLA RAYA","","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","021-29230458
","","dc_mgr@bgr2.indomaret.co.id","JL. RAYA BOGOR KM.46.7
KEL. NANGGEWER MEKAR KEC. CIBINONG
BOGOR 16912 ",""
"MT","IDM CIREBON","KABUPATEN CIREBON","Jawa Barat","PT. LESTARI JAYA RAYA","Rp. 3500/kg
Min 50 Kg = Rp. 175.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","0231-247195, 247915","Eko Yulianto Wibowo","dc_mgr@crb.indomaret.co.id","JL. PANGERAN ANTASARI NO.189 BLOK GARDU
RT.02/RW.01 KEJUDEN-PLUMBON
KEC. DEPOK
CIREBON 45663
JAWA BARAT INDONESIA ",""
"MT","IDM DEPO BANGKA","PANGKAL PINANG","KEPULAUAN BANGKA","Indopaket","NET 30","","","","","JL. RAYA KETAPANG NO.777
KEL. TEMBERAN KEC. BUKIT INTAN
PANGKALPINANG
KEP. BANGKA 33684",""
"MT","IDM GRESIK","Gresik","Jawa Timur","PT. LESTARI JAYA RAYA","Rp. 6000/kg 
Min 50 kg /  Rp. 300.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","031-3905234","Hari Kristiono","dc_mgr@grs.indomaret.co.id","JL. RAYA DUDUK SAMPEYAN
RT.11/RW.04 DESA AMBENG-WATANGREJO
KEC. DUDUK SAMPEYAN
GRESIK 61162
JAWA TIMUR INDONESIA 
",""
"MT","IDM JAKARTA 1","KOTA JAKARTA UTARA","DKI Jakarta","PT. SARWA MANGGALLA RAYA","","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","021-6914478, 6914479, 6919971, 6919974
","Eriko Suman Sianturi","dc_mgr@jkt.indomaret.co.id","JL. ANCOL BARAT VIII NO. 2
JAKARTA UTARA 14430
DKI JAKARTA INDONESIA ",""
"MT","IDM JAKARTA 2","KOTA JAKARTA UTARA","DKI Jakarta","PT. SARWA MANGGALLA RAYA","","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","021-26073770","Setiawan Gunadi","dc_mgr@jkt2.indomaret.co.id","JL. ANCOL BARAT 8 NO.2
JAKARTA UTARA 14430
DKI JAKARTA",""
"MT","IDM JATI TERNATE","TERNATE SELATAN","MALUKU UTARA","Indopaket","NET 30","","","","","JL. SANTO PETRO JEMBATAN 6 NAIK KEDARA
KALUMATA TERNATE SELATAN 97718 
MALUKU UTARA",""
"MT","IDM JEMBER","Jember","Jawa Timur","PT. LESTARI JAYA RAYA","Rp. 6500/kg
Min 50kg = Rp. 325.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","0331-326000","Agus Sunaryo","dc_mgr@jbr.indomaret.co.id","JL. PIERRE TENDEAN NO.99A
DUSUN TEGAL BAI KEL. KARANGREJO KEC. SUMBERSARI
JEMBER 68127
JAWA TIMUR INDONESIA 
",""
"MT","IDM JOMBANG","Jombang","Jawa Timur","PT. LESTARI JAYA RAYA","Rp. 6500.-/kg
Min 50kg = Rp. 325.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","031-8420642
","Andik Erwanto","dc_mgr@jbg.indomaret.co.id","JL. PETERONGAN KM71.3
DESA CANDI Desa SSAMBIREJO KEC. JOGOROTO
JOMBANG 61485",""
"MT","IDM KLATEN","KABUPATEN KLATEN","Jawa Tengah","PT. LESTARI JAYA RAYA","Rp. 4500,-/kg
Min 50kg = Rp. 225.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","0","","","JL. RAYA PENGGUNG-JATINOM
DESA BLENCERAN KEC. KARANGANOM
KAB. KLATEN
",""
"MT","IDM LAMPUNG","BANDAR LAMPUNG","LAMPUNG","PT. LESTARI JAYA RAYA","Rp. 6500,-
50 kg = Rp. 325.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00"," 0721-7699123","Arif Indarto","dc_mgr@bdl.indomaret.co.id","JL. TEMBESU NO.8
DESA CAMPANG RAYA KALI BALOK
KEDAMAIAN BANDAR LAMPUNG 35132
LAMPUNG INDONESIA",""
"MT","IDM LEBAK","Lebak","Banten","PT. LESTARI JAYA RAYA","Rp. 4000 /kg
Min 50kg = Rp. 200.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","0","","","JL. RAYA RANGKASBITUNG PANDEGLANG KM.12
RT.14/RW.05 KP CIBUAH KERTA MUKTI
BANTEN LEBAK 42352
",""
"MT","IDM LOMBOK","Lombok Tengah","Nusa Tenggara Barat","PT. LESTARI JAYA RAYA","Rp. 10.000,- / kg
Min 50 kg = Rp. 500.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","0","Gilang Teguh Raharjo","dc_mgr@lbk.indomaret.co.id","JL. BY PASS BANDARA INTERNATIONAL
LBK DESA BATUJAI
KEL. UNGGA KEC. PRAYA BARAT DAYA
LOMBOK TENGAH 83571",""
"MT","IDM MAKASSAR","KOTA MAKASSAR","SULAWESI SELATAN","PT. LESTARI JAYA RAYA","Rp. 7500,- / kg
min 50kg = Rp. 350.000","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","0411-510009 ","Dody Prasetyo Nugroho","dc_mgr@mks.indomaret.co.id","JL. KIMA 10 BLOK A5-A5A
KEC. BIRINGKAYANA
MAKASSAR 90243
SULAWESI SELATAN",""
"MT","IDM MALANG","Malang","Jawa Timur","PT. LESTARI JAYA RAYA","Rp. 5500,-/kg
Min 50 Kg = Rp. 275.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","0341-752000, 751902","E Hanan Kurniadi","dc_mgr@mlg.indomaret.co.id","JL. MAYJEND SUNGKONO NO.99
RT.001/RW.002 KEL. WONOKOYO KEC. KEDUNG KANDANG
MALANG 65135
JAWA TIMUR INDONESIA ",""
"MT","IDM MANADO","Manado","Sulawesi Utara","PT. LESTARI JAYA RAYA","Rp. 14.000,-/kg
Min 50 Kg = Rp. 700.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","0431-811220","Endik Umbara Prihadi","dc_mgr@mdo.indomaret.co.id","JL. RAYA MANADO - BITYNG
PERUM WATUTUMOU PERMAI JAGA 1
DESA KAWANGKOAN BARU
KEC. KALAWAT MINAHASA UTARA
MANADO 95378
SULAWESI UTARA INDONESIA ",""
"MT","IDM MANADO BARU","KOTA MANADO","SULAWESI UTARA","Indopaket","NET 30","","","","","Komp. Gudang Puskud Blok A2 
Jl. RY. Manado Bitung, Kolongan Tetempangan Jaga 7, Kalawat. 
Manado  
Sulawesi Utara",""
"MT","IDM MEDAN","Deli Serdang","Sumatera Utara","PT. LESTARI JAYA RAYA","Rp. 8000 /kg
Min 50kg = Rp. 400.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","061-7941224","Puguh Suparmo","dc_mgr@mdn.indomaret.co.id","JL. INDUSTRI NO.60
KEL. TANJUNG MORAWA B
KEC. TANJUNG MORAWA
DELI SERDANG 20582
SUMATERA UTARA INDONESIA 
",""
"MT","IDM PALEMBANG","KOTA PALEMBANG","SUMATERA SELATAN","PT. LESTARI JAYA RAYA","Rp. 6.000,- /kg
Min 50 Kg = Rp. 300.000,-","08:00 s/d 14:00
Senin - Jumat
Sabtu 08:00 s/d 12:00","0711-822006","Kharisma Dany Praditya","dc_mgr@plg.indomaret.co.id","JL. PANGERAN AYIN NO.326
RT.005/RW.003 KEL. SUKAMAJU KEC. SAKO
PALEMBANG 30164
SUMATERA SELATAN INDONESIA 
",""
