no_PO,no_SJ,customer_name,delivery_time
CZ01POD23003543,SJ/SMR/MT/23/IV/0769,SAT BEKASI,2023-04-11
XZ01POD23003810,SJ/SMR/MT/23/IV/0770,SAT BOGOR,2023-04-11
SCZ1POD23001907,SJ/SMR/MT/23/IV/0771,MIDI BEKASI,2023-04-11
03D523041000004202,SJ/SMR/SF/23/IV/1737,APOTEK SATRIA,2023-04-11
MZ01POD23003996,SJ/SMR/MT/23/IV/0779,SAT MALANG,2023-04-13
HZ01POD23004285,SJ/SMR/MT/23/IV/0780,SAT SEMARANG,2023-04-13
WZ01POD23003745,SJ/SMR/MT/23/IV/0781,SAT MEDAN,2023-04-13
NZ01POD23003985,SJ/SMR/MT/23/IV/0782,SAT CIMAHI,2023-04-13
2AZ1POD23003762,SJ/SMR/MT/23/IV/0783,SAT REMBANG,2023-04-13
VZ01POD23003911,SJ/SMR/MT/23/IV/0784,SAT CIREBON/PLUMBON,2023-04-13
BZ01POD23004525,SJ/SMR/MT/23/IV/0785,SAT BANDUNG,2023-04-13
QZ01POD23003220,SJ/SMR/MT/23/IV/0786,SAT BALI,2023-04-13
BZ01POD23004872,SJ/SMR/MT/23/IV/0787,SAT BANDUNG,2023-04-13
BZ01POD23004783,SJ/SMR/MT/23/IV/0788,SAT BANDUNG,2023-04-13
TZ01POD23010509,SJ/SMR/MT/23/IV/0802,SAT BALARAJA,2023-04-13
1JZ1POD23004077,SJ/SMR/MT/23/IV/0803,SAT KARAWANG,2023-04-13
TZ01POD23010141,SJ/SMR/MT/23/IV/0804,SAT BALARAJA,2023-04-13
UZ01POD23007726,SJ/SMR/MT/23/IV/0805,SAT SIDOARJO,2023-04-13
SCZ1POD23002878,SJ/SMR/MT/23/IV/0806,MIDI BEKASI,2023-04-13
NZ01POD23004663,SJ/SMR/MT/23/IV/0823,SAT BANDUNG,2023-04-14
XZ01POD23005068,SJ/SMR/MT/23/IV/0825,SAT BOGOR,2023-04-14
CZ01POD23004918,SJ/SMR/MT/23/IV/0826,SAT BEKASI,2023-04-14
2JZ1POD23005314,SJ/SMR/MT/23/IV/0833,SAT CIANJUR,2023-04-19
OZ01POD23006472,SJ/SMR/MT/23/IV/0834,SAT KLATEN,2023-04-19
JZ01POD23006398,SJ/SMR/MT/23/IV/0835,SAT CILENGSI,2023-04-19
TZ01POD23012939,SJ/SMR/MT/23/IV/0836,SAT BALARAJA,2023-04-19
LZ01POD23004302,SJ/SMR/MT/23/IV/0837,SAT LAMPUNG,2023-04-19
1MZ1POD23006213,SJ/SMR/MT/23/IV/0838,SAT PARUNG,2023-04-19
KZ01POD23008033,SJ/SMR/MT/23/IV/0846,SAT CIKOKOL,2023-04-19
CZ01POD23006166,SJ/SMR/MT/23/IV/0847,SAT BEKASI,2023-04-19
SCZ1POD23004346,SJ/SMR/MT/23/IV/0848,MIDI BEKASI,2023-04-19
VZ01POD23006100,SJ/SMR/MT/23/IV/0854,SAT CIREBON/PLUMBON,2023-04-19
HZ01POD23006638,SJ/SMR/MT/23/IV/0855,SAT SEMARANG,2023-04-19
QZ01POD23005087,SJ/SMR/MT/23/IV/0856,SAT BALI,2023-04-19
WZ01POD23006164,SJ/SMR/MT/23/IV/0857,SAT MEDAN,2023-04-19
1JZ1POD23006173,SJ/SMR/MT/23/IV/0858,SAT KARAWANG,2023-04-20
XZ01POD23009173,SJ/SMR/MT/23/V/0910,SAT BOGOR,2023-05-02
CZ01POD23008589,SJ/SMR/MT/23/V/0909,SAT BEKASI,2023-05-02
VZ01POD22005888,SJ/SMR/MT/22/IV/0911,SAT CIREBON/PLUMBON,2023-05-02
KZ01POD23010747,SO/SMR/MT/23/V/0914,SAT CIKOKOL,2023-05-02
KZ01POE23000510, SJ/SMR/MT/23/V/0915,SAT CIKOKOL,2023-05-02
HZ01POE23000824,SJ/SMR/MT/23/V/0945,SAT SEMARANG,2023-05-03
UZ01POE23001086,SJ/SMR/MT/23/V/0944,SAT SIDOARJO,2023-05-03
WZ01POE23000957,SJ/SMR/MT/23/V/0946,SAT MEDAN,2023-05-03
SLZ1POE23000199,SJ/SMR/MT/23/V/0947,MIDI PASURUAN,2023-05-03
BZ01POE23000708,SJ/SMR/MT/23/V/0942,SAT BANDUNG,2023-05-03
MZ01POE23000674,SJ/SMR/MT/23/V/0943,SAT MALANG,2023-05-03
2JZ1POD23008170, SJ/SMR/MT/23/V/0917,SAT CIANJUR,2023-05-03
1VZ1POD23006575, SJ/SMR/MT/23/V/0918,SAT KOTABUMI,2023-05-03
IZ01POD23008890, SJ/SMR/MT/23/V/0916,SAT CILACAP,2023-05-03
OZ01POD23010406, SJ/SMR/MT/23/V/0913,SAT KLATEN,2023-05-03
RZ01POD23008300, SJ/SMR/MT/23/V/0912,SAT MAKASSAR,2023-05-03
SNZ1POE23000149,SJ/SMR/MT/23/V/0948,MIDI AMBON,2023-05-03
SCZ1POD23007263, SJ/SMR/MT/23/V/0920,MIDI BEKASI,2023-05-03
1PZ1POD23005381, SJ/SMR/MT/23/V/0919,SAT PONTIANAK,2023-05-03
VZ01POD22005888,SJ/SMR/MT/22/IV/0911,SAT CIREBON/PLUMBON,2023-05-02
1JZ1POE23000933,SJ/SMR/MT/23/V/0956,SAT KARAWANG,2023-05-05
SCZ1POE23000769,SJ/SMR/MT/23/V/0957,MIDI BEKASI,2023-05-05
SHZ1POE23001974,SJ/SMR/MT/23/V/0958,MIDI BALARAJA TIMUR / BITUNG,2023-05-05
SHZ1POE23002035,SJ/SMR/MT/23/V/0959,MIDI BALARAJA TIMUR / BITUNG,2023-05-05
JZ01POE23000489,SJ/SMR/MT/23/V/0977,SAT CILENGSI,2023-05-05
KZ01POE23001788,SJ/SMR/MT/23/V/0980,SAT CIKOKOL,2023-05-05
1AZ1POE23000817,SJ/SMR/MT/23/V/0981,SAT PEKANBARU,2023-05-05
IZ01POE23002314,SJ/SMR/MT/23/V/0986,SAT CILACAP,2023-05-09
JZ01POE23002816,SJ/SMR/MT/23/V/0987,SAT CILENGSI,2023-05-09
TZ01POE23004727,SJ/SMR/MT/23/V/0988,SAT BALARAJA,2023-05-09
1MZ1POE23002380,SJ/SMR/MT/23/V/0989,SAT PARUNG,2023-05-09
1AZ1POE23001803,SJ/SMR/MT/23/V/0990,SAT PEKANBARU,2023-05-09
TZ01POE23005505,SJ/SMR/MT/23/V/0991,SAT BALARAJA,2023-05-09
SHZ1POE23003508,SJ/SMR/MT/23/V/0992,MIDI BALARAJA TIMUR / BITUNG,2023-05-09
1SZ1POE23002308,SJ/SMR/MT/23/V/1002,SAT LOMBOK,2023-05-09
CZ01POE23003368,SJ/SMR/MT/23/V/1003,SAT BEKASI,2023-05-09
KZ01POE23003540,SJ/SMR/MT/23/V/1004,SAT CIKOKOL,2023-05-09
SCZ1POE23002239,SJ/SMR/MT/23/V/1005,MIDI BEKASI,2023-05-09
SGZ1POE23001463,SJ/SMR/MT/23/V/1006,MIDI SAMARINDA,2023-05-09
BZ01POE23003557,SJ/SMR/MT/23/V/1025,SAT BANDUNG,2023-05-11
TZ01POE23007959,SJ/SMR/MT/23/V/1043,SAT BALARAJA,2023-05-11
TZ01POE23007621,SJ/SMR/MT/23/V/1044,SAT BALARAJA,2023-05-11
SCZ1POE23003170,SJ/SMR/MT/23/V/1046,MIDI BEKASI,2023-05-11
1AZ1POE23002291,SJ/SMR/MT/23/V/1009,SAT PEKANBARU,2023-05-11
SLZ1POE23001715,SJ/SMR/MT/23/V/1028,MIDI PASURUAN,2023-05-15
992323051100003629,SJ/SMR/SF/23/V/2142,TO. SATRIA,2023-05-15
992323051100003629,SJ/SMR/SF/23/V/2142,TO. SATRIA,2023-05-15
TZ01POE23010498,SJ/SMR/MT/23/V/1065,SAT BALARAJA,2023-05-15
1PZ1POE23003450,SJ/SMR/MT/23/V/1067,SAT PONTIANAK,2023-05-15
IZ01POE23004685,SJ/SMR/MT/23/V/1068,SAT CILACAP,2023-05-15
JZ01POE23005558,SJ/SMR/MT/23/V/1069,SAT CILENGSI,2023-05-15
LZ01POE23004212,SJ/SMR/MT/23/V/1070,SAT LAMPUNG,2023-05-15
OZ01POE23005036,SJ/SMR/MT/23/V/1071,SAT KLATEN,2023-05-15
TZ01POE23009757,SJ/SMR/MT/23/V/1072,SAT BALARAJA,2023-05-15
SKZ1POE23001246,SJ/SMR/MT/23/V/1073,MIDI MANADO,2023-05-15
IZ01POE23002832,SJ/SMR/MT/23/V/1021,SAT CILACAP,2023-05-11
TZ01POE23006322,SJ/SMR/MT/23/V/1022,SAT BALARAJA,2023-05-11
1DZ1POE23001960,SJ/SMR/MT/23/V/1023,SAT JAMBI,2023-05-11
2JZ1POE23002751,SJ/SMR/MT/23/V/1024,SAT CIANJUR,2023-05-11
2JZ1POE23002751,SJ/SMR/MT/23/V/1024,SAT CIANJUR,2023-05-11
MZ01POE23003117,SJ/SMR/MT/23/V/1026,SAT MALANG,2023-05-11
BZ01POE23003636,SJ/SMR/MT/23/V/1027,SAT BANDUNG,2023-05-11
YZ01POE23002923,SJ/SMR/MT/23/V/1036,SAT JEMBER,2023-05-11
HZ01POE23003456,SJ/SMR/MT/23/V/1038,SAT SEMARANG,2023-05-11
HZ01POE23003456,SJ/SMR/MT/23/V/1038,SAT SEMARANG,2023-05-11
OZ01POE23003912,SJ/SMR/MT/23/V/1039,SAT KLATEN,2023-05-11
WZ01POE23003991,SJ/SMR/MT/23/V/1040,SAT MEDAN,2023-05-11
2GZ1POE23003814,SJ/SMR/MT/23/V/1042,SAT SERANG,2023-05-11
2GZ1POE23003814,SJ/SMR/MT/23/V/1042,SAT SERANG,2023-05-11
JZ01POE23004259,SJ/SMR/MT/23/V/1045,SAT CILENGSI,2023-05-11
XZ01POE23003547,SJ/SMR/MT/23/V/1012,SAT CIBINONG,2023-05-12
1VZ1POE23002747,SJ/SMR/MT/23/V/1010,SAT KOTABUMI,2023-05-12
LZ01POE23002518,SJ/SMR/MT/23/V/1020,SAT LAMPUNG,2023-05-12
LZ01POE23002518,SJ/SMR/MT/23/V/1020,SAT LAMPUNG,2023-05-12
1JZ1POE23002774,SJ/SMR/MT/23/V/1015,SAT KARAWANG,2023-05-12
KZ01POE23004296,SJ/SMR/MT/23/V/1016,SAT CIKOKOL,2023-05-12
UZ01POE23005173,SJ/SMR/MT/23/V/1019,SAT SIDOARJO,2023-05-12
NZ01POE23002598,SJ/SMR/MT/23/V/1014,SAT CIMAHI,2023-05-12
NZ01POE23002598,SJ/SMR/MT/23/V/1014,SAT CIMAHI,2023-05-12
VZ01POE23002667,SJ/SMR/MT/23/V/1017,SAT CIREBON/PLUMBON,2023-05-12
CZ01POE23003510,SJ/SMR/MT/23/V/1011,SAT BEKASI,2023-05-12
2AZ1POE23002843,SJ/SMR/MT/23/V/1041,SAT REMBANG,2023-05-12
2AZ1POE23002843,SJ/SMR/MT/23/V/1041,SAT REMBANG,2023-05-12
1SZ1POE23004342,SJ/SMR/MT/23/V/1086,SAT LOMBOK,2023-05-17
SCZ1POE23004433,SJ/SMR/MT/23/V/1087,MIDI BEKASI,2023-05-17
SLZ1POE23003013,SJ/SMR/MT/23/V/1090,MIDI PASURUAN,2023-05-17
2AZ1POE23004957,SJ/SMR/MT/23/V/1091,SAT REMBANG,2023-05-17
BZ01POE23006504,SJ/SMR/MT/23/V/1092,SAT BANDUNG,2023-05-17
HZ01POE23005795,SJ/SMR/MT/23/V/1093,SAT SEMARANG,2023-05-17
VZ01POE23005062,SJ/SMR/MT/23/V/1094,SAT CIREBON/PLUMBON,2023-05-17
PZ01POE23003903,SJ/SMR/MT/23/V/1018,SAT PALEMBANG,2023-05-17
PZ01POE23003903,SJ/SMR/MT/23/V/1018,SAT PALEMBANG,2023-05-17
1AZ1POE23002320,SJ/SMR/MT/23/V/1013,SAT PEKANBARU,2023-05-17
TZ01POE23008035,SJ/SMR/MT/23/V/1059,SAT BALARAJA,2023-05-17
1MZ1POE23004304,SJ/SMR/MT/23/V/1066,SAT PARUNG,2023-05-17
1MZ1POE23006061,SJ/SMR/MT/23/V/1096,SAT PARUNG,2023-05-19
CZ01POE23007494,SJ/SMR/MT/23/V/1097,SAT BEKASI,2023-05-19
IZ01POE23007113,SJ/SMR/MT/23/V/1111,SAT CILACAP,2023-05-23
TZ01POE23015526,SJ/SMR/MT/23/V/1112,SAT BALARAJA,2023-05-23
1DZ1POE23005429,SJ/SMR/MT/23/V/1113,SAT JAMBI,2023-05-23
2JZ1POE23006849,SJ/SMR/MT/23/V/1114,SAT CIANJUR,2023-05-23
TZ01POE23015528,SJ/SMR/MT/23/V/1115,SAT BALARAJA,2023-05-23
1MZ1POE23007678,SJ/SMR/MT/23/V/1116,SAT PARUNG,2023-05-23
JZ01POE23008431,SJ/SMR/MT/23/V/1117,SAT CILENGSI,2023-05-23
SCZ1POE23006071,SJ/SMR/MT/23/V/1118,MIDI BEKASI,2023-05-23
SKZ1POE23002059,SJ/SMR/MT/23/V/1119,MIDI MANADO,2023-05-23
KZ01POE23011201,SJ/SMR/MT/23/V/1127,SAT CIKOKOL,2023-05-23
XZ01POE23008840,SJ/SMR/MT/23/V/1128,SAT BOGOR,2023-05-23
CZ01POE23009033,SJ/SMR/MT/23/V/1129,SAT BEKASI,2023-05-23
SCZ1POE23006814,SJ/SMR/MT/23/V/1130,MIDI BEKASI,2023-05-23
03D523052300004819,SJ/SMR/SF/23/V/2344,APOTEK TOBAT FARMA SATU,2023-05-25
03D523052300004819,SJ/SMR/SF/23/V/2345,APOTEK TOBAT FARMA SATU,2023-05-25
NZ01POE23007945,SJ/SMR/MT/23/V/1136,SAT CIMAHI,2023-05-25
YZ01POE23007157,SJ/SMR/MT/23/V/1137,SAT JEMBER,2023-05-25
BZ01POE23009793,SJ/SMR/MT/23/V/1138,SAT BANDUNG,2023-05-25
BZ01POE23009791,SJ/SMR/MT/23/V/1139,SAT BANDUNG,2023-05-25
2AZ1POE23007269,SJ/SMR/MT/23/V/1140,SAT REMBANG,2023-05-25
MZ01POE23008021,SJ/SMR/MT/23/V/1141,SAT MALANG,2023-05-25
WZ01POE23009980,SJ/SMR/MT/23/V/1142,SAT MEDAN,2023-05-25
QZ01POE23007442,SJ/SMR/MT/23/V/1143,SAT BALI,2023-05-25
1MZ1POE23008950,SJ/SMR/MT/23/V/1151,SAT PARUNG,2023-05-26
JZ01POE23009761,SJ/SMR/MT/23/V/1153,SAT CILENGSI,2023-05-26
TZ01POE23018569,SJ/SMR/MT/23/V/1154,SAT BALARAJA,2023-05-26
TZ01POE23018567,SJ/SMR/MT/23/V/1155,SAT BALARAJA,2023-05-26
1JZ1POE23008707,SJ/SMR/MT/23/V/1156,SAT KARAWANG,2023-05-26
1JZ1POE23008707,SJ/SMR/MT/23/V/1156,SAT KARAWANG,2023-05-26
KZ01POE23012597,SJ/SMR/MT/23/V/1173,SAT CIKOKOL,2023-05-26
XZ01POE23010378,SJ/SMR/MT/23/V/1174,SAT BOGOR,2023-05-26
2DZ1POE23002756,SJ/SMR/MT/23/V/1064,SAT BATAM,2023-05-26
6EA423052300000228,SJ/SMR/SF/23/V/2346,APOTEK TOBAT FARMA SATU,2023-05-26
6EA423052300000228,SJ/SMR/SF/23/V/2346,APOTEK TOBAT FARMA SATU,2023-05-26
6EA423052300000228,SJ/SMR/SF/23/V/2346,APOTEK TOBAT FARMA SATU,2023-05-26
6EA423052300000228,SJ/SMR/SF/23/V/2346,APOTEK TOBAT FARMA SATU,2023-05-26
6EA423052300000228,SJ/SMR/SF/23/V/2346,APOTEK TOBAT FARMA SATU,2023-05-26
6EA423052300000228,SJ/SMR/SF/23/V/2346,APOTEK TOBAT FARMA SATU,2023-05-26
6EA423052300000228,SJ/SMR/SF/23/V/2346,APOTEK TOBAT FARMA SATU,2023-05-26
1MZ1POE23008948,SJ/SMR/MT/23/V/1152,SAT PARUNG,2023-05-30
IZ01POE23009589,SJ/SMR/MT/23/V/1180,SAT CILACAP,2023-05-30
TZ01POE23021606,SJ/SMR/MT/23/V/1181,SAT BALARAJA,2023-05-30
TZ01POE23021608,SJ/SMR/MT/23/V/1182,SAT BALARAJA,2023-05-30
OZ01POE23010422,SJ/SMR/MT/23/V/1183,SAT KLATEN,2023-05-30
1VZ1POE23008835,SJ/SMR/MT/23/V/1184,SAT KOTABUMI,2023-05-30
1DZ1POE23007440,SJ/SMR/MT/23/V/1179,SAT JAMBI,2023-05-30
CZ01POE23011939,SJ/SMR/MT/23/V/1190,SAT BEKASI,2023-05-30
MZ01POE23010509,SJ/SMR/MT/23/V/1194,SAT MALANG,2023-05-31
WZ01POE23013198,SJ/SMR/MT/23/V/1195,SAT MEDAN,2023-05-31
BZ01POE23012821,SJ/SMR/MT/23/V/1196,SAT BANDUNG,2023-05-31
MZ01POE23010511,SJ/SMR/MT/23/V/1197,SAT MALANG,2023-05-31
BZ01POE23012823,SJ/SMR/MT/23/V/1198,SAT BANDUNG,2023-05-31
WZ01POE23013200,SJ/SMR/MT/23/V/1199,SAT MEDAN,2023-05-31
QZ01POE23009825,SJ/SMR/MT/23/V/1200,SAT BALI,2023-05-31
UZ01POE23020658,SJ/SMR/MT/23/V/1201,SAT SIDOARJO,2023-05-31
SNZ1POE23002306,SJ/SMR/MT/23/V/1202,MIDI AMBON,2023-05-31
SLZ1POE23005413,SJ/SMR/MT/23/V/1203,MIDI PASURUAN,2023-05-31
OZ01POF23001297,SJ/SMR/MT/23/VI/1237,SAT KLATEN,2023-06-05
TZ01POF23003072,SJ/SMR/MT/23/VI/1240,SAT BALARAJA,2023-06-05
TZ01POF23003070,SJ/SMR/MT/23/VI/1241,SAT BALARAJA,2023-06-05
JZ01POE23013041,SJ/SMR/MT/23/VI/1226,SAT CILENGSI,2023-06-05
1VZ1POF23000792,SJ/SMR/MT/23/VI/1236,SAT KOTABUMI,2023-06-05
1MZ1POF23001294,SJ/SMR/MT/23/VI/1239,SAT PARUNG,2023-06-05
SHZ1POE23016198,SJ/SMR/MT/23/VI/1231,MIDI BALARAJA TIMUR / BITUNG,2023-06-05
SIZ1POF23000104,SJ/SMR/MT/23/VI/1230,MIDI YOGYAKARTA,2023-06-05
1JZ1POE23011396,SJ/SMR/MT/23/VI/1227,SAT KARAWANG,2023-06-05
QZ01POF23000389,SJ/SMR/MT/23/VI/1232,SAT BALI,2023-06-05
QZ01POF23000389,SJ/SMR/MT/23/VI/1232,SAT BALI,2023-06-05
1GZ1POF23000202,SJ/SMR/MT/23/VI/1234,SAT BANJARMASIN,2023-06-05
SLZ1POF23000907,SJ/SMR/MT/23/VI/1261,MIDI PASURUAN,2023-06-07
QZ01POF23001668,SJ/SMR/MT/23/VI/1260,SAT BALI,2023-06-07
CZ01POF23001771,SJ/SMR/MT/23/VI/1250,SAT BEKASI,2023-06-07
XZ01POF23001816,SJ/SMR/MT/23/VI/1251,SAT BOGOR,2023-06-07
SGZ1POF23000534,SJ/SMR/MT/23/VI/1256,MIDI SAMARINDA,2023-06-07
SCZ1POF23000999,SJ/SMR/MT/23/VI/1255,MIDI BEKASI,2023-06-07
1SZ1POE23009733,SJ/SMR/MT/23/VI/1229,SAT LOMBOK,2023-06-02
1PZ1POF23000345,SJ/SMR/MT/23/VI/1233,SAT PONTIANAK,2023-06-07
RZ01POE23009812,SJ/SMR/MT/23/VI/1228,SAT MAKASSAR,2023-06-02
992323060700004106,SJ/SMR/SF/23/VI/2611,TO. SATRIA,2023-06-08
1YZ1POF23000441,Sj/SMR/MT/23/VI/1290,SAT MANADO,2023-06-08
JZ01POF23002514,Sj/SMR/MT/23/VI/1269,SAT CILENGSI,2023-06-09
1MZ1POF23002493,Sj/SMR/MT/23/VI/1270,SAT PARUNG,2023-06-09
1JZ1POF23002504,Sj/SMR/MT/23/VI/1271,SAT KARAWANG,2023-06-09
TZ01POF23005436,Sj/SMR/MT/23/VI/1272,SAT BALARAJA,2023-06-09
TZ01POF23005438,Sj/SMR/MT/23/VI/1273,SAT BALARAJA,2023-06-09
UZ01POE23019678,Sj/SMR/MT/23/VI/1289,SAT SIDOARJO,2023-06-09
KZ01POF23003544,Sj/SMR/MT/23/VI/1291,SAT CIKOKOL,2023-06-09
SIZ1POF23001387,SJ/SMR/MT/23/VI/1292,MIDI YOGYAKARTA,2023-06-09
992323060900004159,SJ/SMR/SF/23/VI/2669,TO. SATRIA,2023-06-12
JZ01POF23004018,SJ/SMR/MT/23/VI/1295,SAT CILENGSI,2023-06-13
JZ01POF23004020,SJ/SMR/MT/23/VI/1296,SAT CILENGSI,2023-06-13
1PZ1POF23002911,SJ/SMR/MT/23/VI/1297,SAT PONTIANAK,2023-06-13
1MZ1POF23003923,SJ/SMR/MT/23/VI/1298,SAT PARUNG,2023-06-13
LZ01POF23003140,SJ/SMR/MT/23/VI/1299,SAT LAMPUNG,2023-06-13
IZ01POF23003430,SJ/SMR/MT/23/VI/1300,SAT CILACAP,2023-06-13
CZ01POF23004292,SJ/SMR/MT/23/VI/1312,SAT BEKASI,2023-06-13
XZ01POF23004684,SJ/SMR/MT/23/VI/1313,SAT BOGOR,2023-06-13
KZ01POF23005448,SJ/SMR/MT/23/VI/1314,SAT CIKOKOL,2023-06-13
SCZ1POF23003659,SJ/SMR/MT/23/VI/1315,MIDI BEKASI,2023-06-13
SHZ1POF23004903,SJ/SMR/MT/23/VI/1301,MIDI BALARAJA TIMUR / BITUNG,2023-06-16
TZ01POF23011078,SJ/SMR/MT/23/VI/1326,SAT BALARAJA,2023-06-16
TZ01POF23011080,SJ/SMR/MT/23/VI/1327,SAT BALARAJA,2023-06-16
TZ01POF23010639,SJ/SMR/MT/23/VI/1328,SAT BALARAJA,2023-06-16
1JZ1POF23004779,SJ/SMR/MT/23/VI/1329,SAT KARAWANG,2023-06-16
1MZ1POF23005666,SJ/SMR/MT/23/VI/1352,SAT PARUNG,2023-06-16
2DZ1POF23004304,SJ/SMR/MT/23/VI/1363,SAT BATAM,2023-06-19
1SZ1POF23005708,SJ/SMR/MT/23/VI/1374,SAT LOMBOK,2023-06-21
SLZ1POF23003491,SJ/SMR/MT/23/VI/1381,MIDI PASURUAN,2023-06-21
2AZ1POF23006166,SJ/SMR/MT/23/VI/1384,SAT REMBANG,2023-06-21
VZ01POF23005863,SJ/SMR/MT/23/VI/1385,SAT CIREBON/PLUMBON,2023-06-21
SCZ1POF23005708,SJ/SMR/MT/23/VI/1372,MIDI BEKASI,2023-06-21
CZ01POF23006751,SJ/SMR/MT/23/VI/1373,SAT BEKASI,2023-06-21
6EA423061400000674,SJ/SMR/SF/23/VI/2762,APOTEK SATRIA,2023-06-15
6EA423061400000674,SJ/SMR/SF/23/VI/2762,APOTEK SATRIA,2023-06-15
DE9B23062100005833,SJ/SMR/SF/23/VI/2899,TO. SATRIA,2023-07-03
2FF123062200006414,SJ/SMR/SF/23/VI/2914,APOTEK PUSAT MEDIKA,2023-06-26
1MZ1POF23008021,SJ/SMR/MT/23/VI/1388,SAT PARUNG,2023-06-26
9ECB23062300000658,SJ/SMR/SF/23/VI/2942,APOTEK SATYA ESY,2023-06-26
JZ01POF23009606,SJ/SMR/MT/23/VI/1418,SAT CILENGSI,2023-06-26
OZ01POF23008915,SJ/SMR/MT/23/VI/1419,SAT KLATEN,2023-06-26
2JZ1POF23007928,SJ/SMR/MT/23/VI/1420,SAT CIANJUR,2023-06-26
JZ01POF23009604,SJ/SMR/MT/23/VI/1421,SAT CILENGSI,2023-06-26
IZ01POF23008097,SJ/SMR/MT/23/VI/1422,SAT CILACAP,2023-06-26
03D523062000005298,SJ/SMR/SF/23/VI/2875,APOTEK SATRIA,2023-06-26
6EA423062000000786,SJ/SMR/SF/23/VI/2876,APOTEK SATRIA,2023-06-27
6EA423062000000786,SJ/SMR/SF/23/VI/2876,APOTEK SATRIA,2023-06-27
6EA423062000000786,SJ/SMR/SF/23/VI/2876,APOTEK SATRIA,2023-06-27
03D523062300005366,SJ/SMR/SF/23/VI/2938,APOTEK TOBAT FARMA SATU,2023-06-26
03D523062000005297,SJ/SMR/SF/23/VI/2874,APOTEK TOBAT FARMA SATU,2023-06-21
03D523062000005297,SJ/SMR/SF/23/VI/2874,APOTEK TOBAT FARMA SATU,2023-06-21
BZ01POF23011191,SJ/SMR/MT/23/VI/1442,SAT BANDUNG,2023-06-28
MZ01POF23008540,SJ/SMR/MT/23/VI/1435,SAT MALANG,2023-06-28
MZ01POF23008542,SJ/SMR/MT/23/VI/1441,SAT MALANG,2023-06-28
HZ01POF23009762,SJ/SMR/MT/23/VI/1437,SAT SEMARANG,2023-06-28
HZ01POF23009760,SJ/SMR/MT/23/VI/1440,SAT SEMARANG,2023-06-28
WZ01POF23012068,SJ/SMR/MT/23/VI/1439,SAT MEDAN,2023-06-28
KZ01POF23011807,SJ/SMR/MT/23/VI/1432,SAT CIKOKOL,2023-06-28
NZ01POF23009593,SJ/SMR/MT/23/VI/1436,SAT CIMAHI,2023-06-28
NZ01POF23009591,SJ/SMR/MT/23/VI/1438,SAT CIMAHI,2023-06-28
JZ01POG23000671,SJ/SMR/MT/23/VII/1476,SAT CILENGSI,2023-07-03
OZ01POG23000563,SJ/SMR/MT/23/VII/1471,SAT KLATEN,2023-07-03
1PZ1POG23000422,SJ/SMR/MT/23/VII/1472,SAT PONTIANAK,2023-07-03
1VZ1POG23000328,SJ/SMR/MT/23/VII/1473,SAT KOTABUMI,2023-07-03
TZ01POG23000782,SJ/SMR/MT/23/VII/1474,SAT BALARAJA,2023-07-03
TZ01POG23000784,SJ/SMR/MT/23/VII/1475,SAT BALARAJA,2023-07-03
JZ01POG23000673,SJ/SMR/MT/23/VII/1478,SAT CILENGSI,2023-07-03
OZ01POG23000561,SJ/SMR/MT/23/VII/1479,SAT KLATEN,2023-07-03
IZ01POG23000440,SJ/SMR/MT/23/VII/1480,SAT CILACAP,2023-07-03
1GZ1POG23000412,SJ/SMR/MT/23/VII/1477,SAT BANJARMASIN,2023-07-03
XZ01POF23011479,SJ/SMR/MT/23/VI/1457,SAT BOGOR,2023-07-03
XZ01POF23011477,SJ/SMR/MT/23/VI/1456,SAT BOGOR,2023-07-03
CZ01POF23010358,SJ/SMR/MT/23/VI/1455,SAT BEKASI,2023-07-03
CZ01POF23010356,SJ/SMR/MT/23/VI/1454,SAT BEKASI,2023-07-03
KZ01POF23013413,SJ/SMR/MT/23/VI/1453,SAT CIKOKOL,2023-07-03
KZ01POF23013415,SJ/SMR/MT/23/VI/1452,SAT CIKOKOL,2023-07-03
TZ01POF23022127,SJ/SMR/MT/23/VI/1451,SAT BALARAJA,2023-07-03
2GZ1POF23009345,SJ/SMR/MT/23/VI/1450,SAT SERANG,2023-07-03
JZ01POF23011092,SJ/SMR/MT/23/VI/1449,SAT CILENGSI,2023-07-03
TZ01POF23022129,SJ/SMR/MT/23/VI/1448,SAT BALARAJA,2023-07-03
1JZ1POF23009769,SJ/SMR/MT/23/VI/1447,SAT KARAWANG,2023-07-03
1JZ1POF23009767,SJ/SMR/MT/23/VI/1446,SAT KARAWANG,2023-07-03
XZ01POG23001193,SJ/SMR/MT/23/VII/1486,SAT BOGOR,2023-07-04
SHZ1POG23000626,SJ/SMR/MT/23/VII/1488,MIDI BALARAJA TIMUR / BITUNG,2023-07-04
XZ01POG23001195,SJ/SMR/MT/23/VII/1485,SAT BOGOR,2023-07-04
CZ01POG23001038,SJ/SMR/MT/23/VII/1487,SAT BEKASI,2023-07-04
SCZ1POF23008907,SJ/SMR/MT/23/VII/1489,MIDI BEKASI,2023-07-04
NZ01POG23000671,SJ/SMR/MT/23/VII/1495,SAT CIMAHI,2023-07-06
BZ01POG23001560,SJ/SMR/MT/23/VII/1496,SAT BANDUNG,2023-07-06
WZ01POG23001666,SJ/SMR/MT/23/VII/1497,SAT MEDAN,2023-07-06
